date,product_id,prod_type,sales_forecast,actual_sales
2025-04-03,SKU-0061,Home,12.37,13.33
2025-04-04,SKU-0061,Home,10.96,12.84
2025-04-05,SKU-0061,Home,11.11,9.72
2025-04-06,SKU-0061,Home,13.45,18.3
2025-04-07,SKU-0061,Home,7.12,2.04
2025-04-08,SKU-0061,Home,9.67,12.25
2025-04-09,SKU-0061,Home,10.3,7.38
2025-04-10,SKU-0061,Home,10.36,6.02
2025-04-11,SKU-0061,Home,11.46,10.68
2025-04-12,SKU-0061,Home,12.07,13.14
2025-04-13,SKU-0061,Home,13.16,11.8
2025-04-14,SKU-0061,Home,12.26,14.25
2025-04-15,SKU-0061,Home,6.65,6.07
2025-04-16,SKU-0061,Home,8.03,4.86
2025-04-17,SKU-0061,Home,11.26,10.21
2025-04-18,SKU-0061,Home,9.91,8.23
2025-04-19,SKU-0061,Home,12.97,14.67
2025-04-20,SKU-0061,Home,17.08,16.63
2025-04-21,SKU-0061,Home,7.29,6.03
2025-04-22,SKU-0061,Home,11.88,9.95
2025-04-23,SKU-0061,Home,7.22,5.34
2025-04-24,SKU-0061,Home,9.12,6.41
2025-04-25,SKU-0061,Home,10.62,10.42
2025-04-26,SKU-0061,Home,13.8,12.68
2025-04-27,SKU-0061,Home,13.84,12.61
2025-04-28,SKU-0061,Home,7.92,6.56
2025-04-29,SKU-0061,Home,6.94,11.41
2025-04-30,SKU-0061,Home,10.46,8.47
2025-05-01,SKU-0061,Home,9.42,3.29
2025-05-02,SKU-0061,Home,13.04,16.38
2025-05-03,SKU-0061,Home,12.42,13.22
2025-05-04,SKU-0061,Home,10.18,7.19
2025-05-05,SKU-0061,Home,6.77,6.37
2025-05-06,SKU-0061,Home,12.29,11.33
2025-05-07,SKU-0061,Home,10.86,13.31
2025-05-08,SKU-0061,Home,6.91,11.53
2025-05-09,SKU-0061,Home,12.47,13.76
2025-05-10,SKU-0061,Home,14.04,16.46
2025-05-11,SKU-0061,Home,13.28,16.85
2025-05-12,SKU-0061,Home,9.25,10.4
2025-05-13,SKU-0061,Home,12.79,6.07
2025-05-14,SKU-0061,Home,11.02,12.84
2025-05-15,SKU-0061,Home,6.73,7.43
2025-05-16,SKU-0061,Home,8.56,9.55
2025-05-17,SKU-0061,Home,11.98,9.61
2025-05-18,SKU-0061,Home,14.89,13.85
2025-05-19,SKU-0061,Home,10.68,13.96
2025-05-20,SKU-0061,Home,8.3,8.32
2025-05-21,SKU-0061,Home,9.14,8.46
2025-05-22,SKU-0061,Home,14.44,15.58
2025-05-23,SKU-0061,Home,10.75,12.06
2025-05-24,SKU-0061,Home,13.01,8.44
2025-05-25,SKU-0061,Home,17.24,13.58
2025-05-26,SKU-0061,Home,13.58,15.13
2025-05-27,SKU-0061,Home,10.48,9.71
2025-05-28,SKU-0061,Home,15.32,16.83
2025-05-29,SKU-0061,Home,10.14,8.81
2025-05-30,SKU-0061,Home,8.8,8.92
2025-05-31,SKU-0061,Home,10.26,11.96
2025-06-01,SKU-0061,Home,11.33,13.85
2025-06-02,SKU-0061,Home,12.06,11.92
2025-06-03,SKU-0061,Home,11.25,12.83
2025-06-04,SKU-0061,Home,7.17,11.5
2025-06-05,SKU-0061,Home,9.58,11.32
2025-06-06,SKU-0061,Home,11.53,5.31
2025-06-07,SKU-0061,Home,10.78,12.89
2025-06-08,SKU-0061,Home,12.72,14.45
2025-06-09,SKU-0061,Home,10.26,13.33
2025-06-10,SKU-0061,Home,10.3,13.86
2025-06-11,SKU-0061,Home,8.11,7.79
2025-06-12,SKU-0061,Home,8.88,9.85
2025-06-13,SKU-0061,Home,9.51,8.93
2025-06-14,SKU-0061,Home,10.66,9.51
2025-06-15,SKU-0061,Home,12.55,7.5
2025-06-16,SKU-0061,Home,5.45,5.6
2025-06-17,SKU-0061,Home,4.51,4.03
2025-06-18,SKU-0061,Home,9.29,10.65
2025-06-19,SKU-0061,Home,8.7,12.62
2025-06-20,SKU-0061,Home,11.74,7.95
2025-06-21,SKU-0061,Home,11.47,15.29
2025-06-22,SKU-0061,Home,11.15,11.01
2025-06-23,SKU-0061,Home,12.84,11.49
2025-06-24,SKU-0061,Home,12.27,10.0
2025-06-25,SKU-0061,Home,4.25,7.32
2025-06-26,SKU-0061,Home,10.9,12.16
2025-06-27,SKU-0061,Home,7.83,5.3
2025-06-28,SKU-0061,Home,14.32,14.92
2025-06-29,SKU-0061,Home,12.28,12.83
2025-06-30,SKU-0061,Home,13.02,14.83
2025-07-01,SKU-0061,Home,9.05,5.54
2025-07-02,SKU-0061,Home,11.17,8.86
2025-07-03,SKU-0061,Home,7.63,10.92
2025-07-04,SKU-0061,Home,11.74,12.7
2025-07-05,SKU-0061,Home,9.51,13.98
2025-07-06,SKU-0061,Home,14.54,13.78
2025-07-07,SKU-0061,Home,8.95,9.15
2025-07-08,SKU-0061,Home,9.02,14.55
2025-07-09,SKU-0061,Home,9.2,6.53
2025-07-10,SKU-0061,Home,13.15,11.73
2025-07-11,SKU-0061,Home,11.54,13.23
2025-07-12,SKU-0061,Home,11.84,9.41
2025-07-13,SKU-0061,Home,12.35,9.43
2025-07-14,SKU-0061,Home,9.91,11.84
2025-07-15,SKU-0061,Home,13.39,10.67
2025-07-16,SKU-0061,Home,9.45,8.14
2025-07-17,SKU-0061,Home,10.49,6.69
2025-07-18,SKU-0061,Home,8.09,3.86
2025-07-19,SKU-0061,Home,9.05,7.4
2025-07-20,SKU-0061,Home,15.76,16.63
2025-07-21,SKU-0061,Home,10.06,13.43
2025-07-22,SKU-0061,Home,10.7,11.89
2025-07-23,SKU-0061,Home,8.98,7.39
2025-07-24,SKU-0061,Home,7.3,5.8
2025-07-25,SKU-0061,Home,9.36,10.22
2025-07-26,SKU-0061,Home,11.83,10.92
2025-07-27,SKU-0061,Home,10.57,11.57
2025-07-28,SKU-0061,Home,8.92,9.8
2025-07-29,SKU-0061,Home,6.08,6.92
2025-07-30,SKU-0061,Home,11.4,12.95
2025-07-31,SKU-0061,Home,9.51,11.8
2025-08-01,SKU-0061,Home,7.35,7.13
2025-08-02,SKU-0061,Home,11.49,14.08
2025-08-03,SKU-0061,Home,8.33,5.68
2025-08-04,SKU-0061,Home,13.39,7.31
2025-08-05,SKU-0061,Home,11.52,9.77
2025-08-06,SKU-0061,Home,10.39,13.93
2025-08-07,SKU-0061,Home,10.47,14.06
2025-08-08,SKU-0061,Home,8.89,7.99
2025-08-09,SKU-0061,Home,13.43,12.33
2025-08-10,SKU-0061,Home,13.54,16.5
2025-08-11,SKU-0061,Home,11.61,7.66
2025-08-12,SKU-0061,Home,9.19,9.89
2025-08-13,SKU-0061,Home,9.38,9.58
2025-08-14,SKU-0061,Home,10.45,9.14
2025-08-15,SKU-0061,Home,9.47,6.52
2025-08-16,SKU-0061,Home,10.87,7.06
2025-08-17,SKU-0061,Home,12.55,12.07
2025-08-18,SKU-0061,Home,8.02,12.49
2025-08-19,SKU-0061,Home,9.36,10.08
2025-08-20,SKU-0061,Home,8.57,7.54
2025-08-21,SKU-0061,Home,10.5,9.67
2025-08-22,SKU-0061,Home,9.85,11.87
2025-08-23,SKU-0061,Home,10.78,7.44
2025-08-24,SKU-0061,Home,9.25,12.84
2025-08-25,SKU-0061,Home,11.7,13.34
2025-08-26,SKU-0061,Home,8.96,5.63
2025-08-27,SKU-0061,Home,9.27,9.04
2025-08-28,SKU-0061,Home,7.57,3.9
2025-08-29,SKU-0061,Home,6.37,8.01
2025-08-30,SKU-0061,Home,9.38,10.16
2025-08-31,SKU-0061,Home,11.49,12.96
2025-09-01,SKU-0061,Home,10.5,9.92
2025-09-02,SKU-0061,Home,10.08,9.81
2025-09-03,SKU-0061,Home,8.59,11.04
2025-09-04,SKU-0061,Home,8.97,8.76
2025-09-05,SKU-0061,Home,6.99,7.67
2025-09-06,SKU-0061,Home,10.56,9.37
2025-09-07,SKU-0061,Home,10.59,10.28
2025-09-08,SKU-0061,Home,5.8,7.51
2025-09-09,SKU-0061,Home,9.74,8.57
2025-09-10,SKU-0061,Home,6.72,7.8
2025-09-11,SKU-0061,Home,8.54,11.81
2025-09-12,SKU-0061,Home,10.78,14.62
2025-09-13,SKU-0061,Home,12.05,14.74
2025-09-14,SKU-0061,Home,13.19,12.06
2025-09-15,SKU-0061,Home,10.18,8.1
2025-09-16,SKU-0061,Home,13.94,13.69
2025-09-17,SKU-0061,Home,9.86,10.83
2025-09-18,SKU-0061,Home,7.63,10.93
2025-09-19,SKU-0061,Home,7.75,4.62
2025-09-20,SKU-0061,Home,11.43,8.23
2025-09-21,SKU-0061,Home,15.38,14.8
2025-09-22,SKU-0061,Home,3.36,3.86
2025-09-23,SKU-0061,Home,10.91,9.86
2025-09-24,SKU-0061,Home,7.09,6.83
2025-09-25,SKU-0061,Home,8.84,6.4
2025-09-26,SKU-0061,Home,7.67,8.06
2025-09-27,SKU-0061,Home,13.57,14.72
2025-09-28,SKU-0061,Home,8.79,10.33
2025-09-29,SKU-0061,Home,11.35,14.83
2025-09-30,SKU-0061,Home,7.9,7.76
2025-01-01,SKU-0062,Home,11.14,9.82
2025-01-02,SKU-0062,Home,11.11,11.05
2025-01-03,SKU-0062,Home,8.32,6.41
2025-01-04,SKU-0062,Home,14.52,12.02
2025-01-05,SKU-0062,Home,10.19,11.05
2025-01-06,SKU-0062,Home,9.96,6.68
2025-01-07,SKU-0062,Home,8.99,6.94
2025-01-08,SKU-0062,Home,8.74,15.06
2025-01-09,SKU-0062,Home,9.43,7.22
2025-01-10,SKU-0062,Home,14.08,16.3
2025-01-11,SKU-0062,Home,13.49,11.41
2025-01-12,SKU-0062,Home,14.93,16.97
2025-01-13,SKU-0062,Home,10.34,6.05
2025-01-14,SKU-0062,Home,10.01,14.33
2025-01-15,SKU-0062,Home,10.49,9.55
2025-01-16,SKU-0062,Home,9.6,9.2
2025-01-17,SKU-0062,Home,8.46,8.36
2025-01-18,SKU-0062,Home,14.96,18.28
2025-01-19,SKU-0062,Home,11.07,14.26
2025-01-20,SKU-0062,Home,11.59,13.17
2025-01-21,SKU-0062,Home,10.93,8.61
2025-01-22,SKU-0062,Home,9.26,11.35
2025-01-23,SKU-0062,Home,7.66,5.06
2025-01-24,SKU-0062,Home,10.69,8.72
2025-01-25,SKU-0062,Home,13.75,11.86
2025-01-26,SKU-0062,Home,13.1,13.92
2025-01-27,SKU-0062,Home,9.13,8.53
2025-01-28,SKU-0062,Home,8.73,8.69
2025-01-29,SKU-0062,Home,8.17,7.61
2025-01-30,SKU-0062,Home,11.6,8.75
2025-01-31,SKU-0062,Home,9.13,10.42
2025-02-01,SKU-0062,Home,7.97,12.61
2025-02-02,SKU-0062,Home,14.73,10.88
2025-02-03,SKU-0062,Home,5.9,5.98
2025-02-04,SKU-0062,Home,7.87,10.28
2025-02-05,SKU-0062,Home,10.9,11.21
2025-02-06,SKU-0062,Home,8.98,12.98
2025-02-07,SKU-0062,Home,11.63,13.14
2025-02-08,SKU-0062,Home,14.55,12.0
2025-02-09,SKU-0062,Home,15.23,14.57
2025-02-10,SKU-0062,Home,10.8,10.41
2025-02-11,SKU-0062,Home,6.38,8.77
2025-02-12,SKU-0062,Home,6.49,4.07
2025-02-13,SKU-0062,Home,9.23,4.35
2025-02-14,SKU-0062,Home,7.94,8.55
2025-02-15,SKU-0062,Home,11.48,10.82
2025-02-16,SKU-0062,Home,10.85,10.97
2025-02-17,SKU-0062,Home,9.5,5.39
2025-02-18,SKU-0062,Home,9.75,6.64
2025-02-19,SKU-0062,Home,11.95,10.97
2025-02-20,SKU-0062,Home,15.2,17.61
2025-02-21,SKU-0062,Home,9.9,11.34
2025-02-22,SKU-0062,Home,8.01,10.42
2025-02-23,SKU-0062,Home,11.06,11.28
2025-02-24,SKU-0062,Home,8.71,7.15
2025-02-25,SKU-0062,Home,9.8,9.99
2025-02-26,SKU-0062,Home,10.11,10.11
2025-02-27,SKU-0062,Home,6.92,12.75
2025-02-28,SKU-0062,Home,10.63,11.73
2025-03-01,SKU-0062,Home,11.53,9.34
2025-03-02,SKU-0062,Home,13.02,13.74
2025-03-03,SKU-0062,Home,12.78,17.97
2025-03-04,SKU-0062,Home,13.13,8.71
2025-03-05,SKU-0062,Home,9.26,10.1
2025-03-06,SKU-0062,Home,9.38,9.27
2025-03-07,SKU-0062,Home,5.89,8.18
2025-03-08,SKU-0062,Home,8.47,4.54
2025-03-09,SKU-0062,Home,10.7,10.46
2025-03-10,SKU-0062,Home,6.94,4.29
2025-03-11,SKU-0062,Home,12.48,12.2
2025-03-12,SKU-0062,Home,11.06,7.96
2025-03-13,SKU-0062,Home,10.08,9.74
2025-03-14,SKU-0062,Home,8.6,8.47
2025-03-15,SKU-0062,Home,8.45,9.54
2025-03-16,SKU-0062,Home,11.94,11.3
2025-03-17,SKU-0062,Home,11.9,12.98
2025-03-18,SKU-0062,Home,9.56,6.77
2025-03-19,SKU-0062,Home,12.85,9.5
2025-03-20,SKU-0062,Home,11.45,7.46
2025-03-21,SKU-0062,Home,12.03,14.56
2025-03-22,SKU-0062,Home,8.41,9.53
2025-03-23,SKU-0062,Home,13.48,15.24
2025-03-24,SKU-0062,Home,10.93,8.52
2025-03-25,SKU-0062,Home,9.76,13.93
2025-03-26,SKU-0062,Home,7.98,8.79
2025-03-27,SKU-0062,Home,12.5,10.02
2025-03-28,SKU-0062,Home,7.37,4.2
2025-03-29,SKU-0062,Home,13.03,9.84
2025-03-30,SKU-0062,Home,12.48,15.91
2025-03-31,SKU-0062,Home,10.1,8.15
2025-04-01,SKU-0062,Home,10.45,10.28
2025-04-02,SKU-0062,Home,11.11,15.15
2025-04-03,SKU-0062,Home,10.99,16.08
2025-04-04,SKU-0062,Home,11.11,9.19
2025-04-05,SKU-0062,Home,16.82,16.5
2025-04-06,SKU-0062,Home,10.64,16.45
2025-04-07,SKU-0062,Home,8.73,6.8
2025-04-08,SKU-0062,Home,9.1,9.51
2025-04-09,SKU-0062,Home,12.06,5.44
2025-04-10,SKU-0062,Home,12.05,10.66
2025-04-11,SKU-0062,Home,9.37,13.66
2025-04-12,SKU-0062,Home,12.66,13.78
2025-04-13,SKU-0062,Home,12.65,14.56
2025-04-14,SKU-0062,Home,13.43,7.24
2025-04-15,SKU-0062,Home,12.36,16.23
2025-04-16,SKU-0062,Home,11.2,9.5
2025-04-17,SKU-0062,Home,7.89,13.79
2025-04-18,SKU-0062,Home,8.38,12.18
2025-04-19,SKU-0062,Home,13.01,18.12
2025-04-20,SKU-0062,Home,12.1,8.08
2025-04-21,SKU-0062,Home,10.19,6.48
2025-04-22,SKU-0062,Home,15.54,17.12
2025-04-23,SKU-0062,Home,11.74,13.69
2025-04-24,SKU-0062,Home,8.8,8.47
2025-04-25,SKU-0062,Home,10.4,15.26
2025-04-26,SKU-0062,Home,9.9,8.08
2025-04-27,SKU-0062,Home,12.0,10.32
2025-04-28,SKU-0062,Home,7.26,0.5
2025-04-29,SKU-0062,Home,6.52,9.27
2025-04-30,SKU-0062,Home,10.16,12.25
2025-05-01,SKU-0062,Home,9.01,8.76
2025-05-02,SKU-0062,Home,13.4,17.28
2025-05-03,SKU-0062,Home,14.09,14.6
2025-05-04,SKU-0062,Home,13.75,14.67
2025-05-05,SKU-0062,Home,9.83,8.82
2025-05-06,SKU-0062,Home,12.41,9.17
2025-05-07,SKU-0062,Home,13.14,12.45
2025-05-08,SKU-0062,Home,7.53,6.17
2025-05-09,SKU-0062,Home,8.41,6.97
2025-05-10,SKU-0062,Home,11.0,9.42
2025-05-11,SKU-0062,Home,12.08,11.92
2025-05-12,SKU-0062,Home,11.68,11.07
2025-05-13,SKU-0062,Home,10.8,10.82
2025-05-14,SKU-0062,Home,11.23,11.35
2025-05-15,SKU-0062,Home,8.85,6.56
2025-05-16,SKU-0062,Home,10.56,13.75
2025-05-17,SKU-0062,Home,11.71,9.96
2025-05-18,SKU-0062,Home,12.16,10.76
2025-05-19,SKU-0062,Home,8.8,5.19
2025-05-20,SKU-0062,Home,9.64,10.23
2025-05-21,SKU-0062,Home,7.97,5.77
2025-05-22,SKU-0062,Home,8.23,4.77
2025-05-23,SKU-0062,Home,8.21,7.72
2025-05-24,SKU-0062,Home,9.46,9.12
2025-05-25,SKU-0062,Home,11.24,8.92
2025-05-26,SKU-0062,Home,10.87,9.27
2025-05-27,SKU-0062,Home,9.17,12.42
2025-05-28,SKU-0062,Home,8.27,12.19
2025-05-29,SKU-0062,Home,9.41,6.57
2025-05-30,SKU-0062,Home,9.0,9.17
2025-05-31,SKU-0062,Home,14.63,16.63
2025-06-01,SKU-0062,Home,12.75,15.9
2025-06-02,SKU-0062,Home,6.34,6.96
2025-06-03,SKU-0062,Home,10.71,11.52
2025-06-04,SKU-0062,Home,6.87,4.33
2025-06-05,SKU-0062,Home,9.76,12.54
2025-06-06,SKU-0062,Home,13.92,12.25
2025-06-07,SKU-0062,Home,9.48,11.52
2025-06-08,SKU-0062,Home,17.83,20.59
2025-06-09,SKU-0062,Home,8.58,15.73
2025-06-10,SKU-0062,Home,11.45,9.47
2025-06-11,SKU-0062,Home,13.94,11.76
2025-06-12,SKU-0062,Home,8.82,10.64
2025-06-13,SKU-0062,Home,10.01,10.11
2025-06-14,SKU-0062,Home,12.15,14.93
2025-06-15,SKU-0062,Home,7.92,8.63
2025-06-16,SKU-0062,Home,9.47,7.59
2025-06-17,SKU-0062,Home,8.54,1.95
2025-06-18,SKU-0062,Home,8.45,11.68
2025-06-19,SKU-0062,Home,11.71,11.23
2025-06-20,SKU-0062,Home,7.22,9.27
2025-06-21,SKU-0062,Home,14.66,17.25
2025-06-22,SKU-0062,Home,10.6,8.44
2025-06-23,SKU-0062,Home,13.34,10.32
2025-06-24,SKU-0062,Home,10.98,6.54
2025-06-25,SKU-0062,Home,9.42,10.88
2025-06-26,SKU-0062,Home,9.96,11.27
2025-06-27,SKU-0062,Home,7.56,5.51
2025-06-28,SKU-0062,Home,12.98,14.72
2025-06-29,SKU-0062,Home,12.95,15.32
2025-06-30,SKU-0062,Home,6.69,5.53
2025-07-01,SKU-0062,Home,13.65,16.86
2025-07-02,SKU-0062,Home,11.27,10.88
2025-07-03,SKU-0062,Home,12.06,13.14
2025-07-04,SKU-0062,Home,6.96,9.45
2025-07-05,SKU-0062,Home,10.25,12.15
2025-07-06,SKU-0062,Home,9.25,13.25
2025-07-07,SKU-0062,Home,9.43,6.66
2025-07-08,SKU-0062,Home,8.6,7.76
2025-07-09,SKU-0062,Home,9.96,13.26
2025-07-10,SKU-0062,Home,10.11,4.68
2025-07-11,SKU-0062,Home,7.51,14.4
2025-07-12,SKU-0062,Home,12.23,14.6
2025-07-13,SKU-0062,Home,11.83,9.32
2025-07-14,SKU-0062,Home,8.99,9.32
2025-07-15,SKU-0062,Home,9.03,13.83
2025-07-16,SKU-0062,Home,8.72,6.08
2025-07-17,SKU-0062,Home,11.56,13.89
2025-07-18,SKU-0062,Home,10.0,8.5
2025-07-19,SKU-0062,Home,8.13,11.18
2025-07-20,SKU-0062,Home,14.16,13.06
2025-07-21,SKU-0062,Home,10.05,9.49
2025-07-22,SKU-0062,Home,13.19,10.59
2025-07-23,SKU-0062,Home,8.69,6.9
2025-07-24,SKU-0062,Home,10.54,10.69
2025-07-25,SKU-0062,Home,10.32,8.12
2025-07-26,SKU-0062,Home,14.87,13.74
2025-07-27,SKU-0062,Home,14.77,22.62
2025-07-28,SKU-0062,Home,8.17,9.02
2025-07-29,SKU-0062,Home,9.65,14.72
2025-07-30,SKU-0062,Home,9.34,9.97
2025-07-31,SKU-0062,Home,10.36,10.11
2025-08-01,SKU-0062,Home,11.41,11.64
2025-08-02,SKU-0062,Home,12.84,13.37
2025-08-03,SKU-0062,Home,11.16,10.49
2025-08-04,SKU-0062,Home,11.0,12.38
2025-08-05,SKU-0062,Home,12.38,17.03
2025-08-06,SKU-0062,Home,8.84,9.18
2025-08-07,SKU-0062,Home,9.5,6.73
2025-08-08,SKU-0062,Home,11.01,12.95
2025-08-09,SKU-0062,Home,9.7,8.76
2025-08-10,SKU-0062,Home,11.4,7.63
2025-08-11,SKU-0062,Home,9.8,6.94
2025-08-12,SKU-0062,Home,10.19,10.86
2025-08-13,SKU-0062,Home,10.65,11.76
2025-08-14,SKU-0062,Home,12.93,10.9
2025-08-15,SKU-0062,Home,8.34,9.98
2025-08-16,SKU-0062,Home,11.57,14.38
2025-08-17,SKU-0062,Home,13.44,18.24
2025-08-18,SKU-0062,Home,9.67,5.97
2025-08-19,SKU-0062,Home,10.53,10.35
2025-08-20,SKU-0062,Home,10.92,12.57
2025-08-21,SKU-0062,Home,8.78,6.26
2025-08-22,SKU-0062,Home,9.55,3.6
2025-08-23,SKU-0062,Home,11.97,10.95
2025-08-24,SKU-0062,Home,14.02,9.06
2025-08-25,SKU-0062,Home,9.85,13.79
2025-08-26,SKU-0062,Home,11.19,13.64
2025-08-27,SKU-0062,Home,10.51,6.36
2025-08-28,SKU-0062,Home,10.17,11.19
2025-08-29,SKU-0062,Home,7.67,7.36
2025-08-30,SKU-0062,Home,5.99,5.16
2025-08-31,SKU-0062,Home,11.41,14.92
2025-09-01,SKU-0062,Home,8.62,7.95
2025-09-02,SKU-0062,Home,9.67,8.19
2025-09-03,SKU-0062,Home,11.26,6.28
2025-09-04,SKU-0062,Home,12.09,12.06
2025-09-05,SKU-0062,Home,12.42,5.55
2025-09-06,SKU-0062,Home,6.91,6.18
2025-09-07,SKU-0062,Home,13.28,11.9
2025-09-08,SKU-0062,Home,10.98,13.44
2025-09-09,SKU-0062,Home,11.15,11.4
2025-09-10,SKU-0062,Home,10.0,8.47
2025-09-11,SKU-0062,Home,9.7,7.14
2025-09-12,SKU-0062,Home,8.24,9.53
2025-09-13,SKU-0062,Home,10.85,9.0
2025-09-14,SKU-0062,Home,13.16,14.11
2025-09-15,SKU-0062,Home,9.38,9.0
2025-09-16,SKU-0062,Home,10.64,13.06
2025-09-17,SKU-0062,Home,10.21,7.23
2025-09-18,SKU-0062,Home,9.36,8.34
2025-09-19,SKU-0062,Home,7.7,8.94
2025-09-20,SKU-0062,Home,12.91,14.73
2025-09-21,SKU-0062,Home,10.27,10.67
2025-09-22,SKU-0062,Home,9.79,10.56
2025-09-23,SKU-0062,Home,10.06,10.03
2025-09-24,SKU-0062,Home,9.54,12.3
2025-09-25,SKU-0062,Home,8.08,7.64
2025-09-26,SKU-0062,Home,11.96,9.94
2025-09-27,SKU-0062,Home,10.24,12.08
2025-09-28,SKU-0062,Home,9.4,11.05
2025-09-29,SKU-0062,Home,8.82,9.85
2025-09-30,SKU-0062,Home,7.36,10.32
2025-01-01,SKU-0063,Home,7.57,9.38
2025-01-02,SKU-0063,Home,7.66,12.18
2025-01-03,SKU-0063,Home,9.87,14.74
2025-01-04,SKU-0063,Home,10.38,9.27
2025-01-05,SKU-0063,Home,14.94,11.38
2025-01-06,SKU-0063,Home,8.62,9.86
2025-01-07,SKU-0063,Home,7.99,9.29
2025-01-08,SKU-0063,Home,10.37,6.58
2025-01-09,SKU-0063,Home,11.97,8.81
2025-01-10,SKU-0063,Home,11.58,11.9
2025-01-11,SKU-0063,Home,11.14,8.37
2025-01-12,SKU-0063,Home,13.21,11.03
2025-01-13,SKU-0063,Home,12.46,15.57
2025-01-14,SKU-0063,Home,13.33,14.03
2025-01-15,SKU-0063,Home,9.24,8.5
2025-01-16,SKU-0063,Home,9.31,9.93
2025-01-17,SKU-0063,Home,10.93,14.01
2025-01-18,SKU-0063,Home,12.11,8.61
2025-01-19,SKU-0063,Home,11.77,15.66
2025-01-20,SKU-0063,Home,6.95,8.8
2025-01-21,SKU-0063,Home,9.29,7.08
2025-01-22,SKU-0063,Home,10.87,14.77
2025-01-23,SKU-0063,Home,10.76,10.1
2025-01-24,SKU-0063,Home,7.49,7.24
2025-01-25,SKU-0063,Home,9.44,8.66
2025-01-26,SKU-0063,Home,12.48,6.58
2025-01-27,SKU-0063,Home,12.87,9.77
2025-01-28,SKU-0063,Home,9.72,11.06
2025-01-29,SKU-0063,Home,12.71,10.73
2025-01-30,SKU-0063,Home,5.08,7.78
2025-01-31,SKU-0063,Home,7.6,8.5
2025-02-01,SKU-0063,Home,12.97,4.84
2025-02-02,SKU-0063,Home,9.4,8.25
2025-02-03,SKU-0063,Home,4.94,1.6
2025-02-04,SKU-0063,Home,10.36,10.14
2025-02-05,SKU-0063,Home,10.72,11.84
2025-02-06,SKU-0063,Home,6.76,3.54
2025-02-07,SKU-0063,Home,11.64,15.46
2025-02-08,SKU-0063,Home,10.21,10.86
2025-02-09,SKU-0063,Home,14.27,14.87
2025-02-10,SKU-0063,Home,9.63,8.03
2025-02-11,SKU-0063,Home,14.1,14.34
2025-02-12,SKU-0063,Home,10.91,11.72
2025-02-13,SKU-0063,Home,8.51,8.64
2025-02-14,SKU-0063,Home,9.5,8.65
2025-02-15,SKU-0063,Home,12.8,10.52
2025-02-16,SKU-0063,Home,10.27,11.53
2025-02-17,SKU-0063,Home,9.08,8.22
2025-02-18,SKU-0063,Home,6.29,8.7
2025-02-19,SKU-0063,Home,11.2,12.97
2025-02-20,SKU-0063,Home,10.93,7.14
2025-02-21,SKU-0063,Home,10.61,9.09
2025-02-22,SKU-0063,Home,10.26,11.51
2025-02-23,SKU-0063,Home,16.02,19.75
2025-02-24,SKU-0063,Home,11.41,11.33
2025-02-25,SKU-0063,Home,9.73,7.47
2025-02-26,SKU-0063,Home,9.63,11.9
2025-02-27,SKU-0063,Home,13.81,11.77
2025-02-28,SKU-0063,Home,6.18,4.85
2025-03-01,SKU-0063,Home,14.01,19.19
2025-03-02,SKU-0063,Home,15.34,18.55
2025-03-03,SKU-0063,Home,8.48,6.42
2025-03-04,SKU-0063,Home,7.53,5.87
2025-03-05,SKU-0063,Home,12.01,16.07
2025-03-06,SKU-0063,Home,10.87,10.23
2025-03-07,SKU-0063,Home,8.05,7.77
2025-03-08,SKU-0063,Home,12.63,8.97
2025-03-09,SKU-0063,Home,14.57,13.51
2025-03-10,SKU-0063,Home,11.91,11.88
2025-03-11,SKU-0063,Home,10.78,9.03
2025-03-12,SKU-0063,Home,9.5,11.1
2025-03-13,SKU-0063,Home,9.93,7.16
2025-03-14,SKU-0063,Home,10.41,11.38
2025-03-15,SKU-0063,Home,14.98,17.86
2025-03-16,SKU-0063,Home,12.61,11.24
2025-03-17,SKU-0063,Home,9.74,8.43
2025-03-18,SKU-0063,Home,11.21,13.81
2025-03-19,SKU-0063,Home,12.67,11.64
2025-03-20,SKU-0063,Home,9.17,8.12
2025-03-21,SKU-0063,Home,6.33,3.33
2025-03-22,SKU-0063,Home,12.17,13.12
2025-03-23,SKU-0063,Home,13.73,11.78
2025-03-24,SKU-0063,Home,9.22,8.54
2025-03-25,SKU-0063,Home,9.44,11.16
2025-03-26,SKU-0063,Home,7.58,4.71
2025-03-27,SKU-0063,Home,9.6,6.19
2025-03-28,SKU-0063,Home,6.4,2.66
2025-03-29,SKU-0063,Home,11.75,13.33
2025-03-30,SKU-0063,Home,14.05,18.02
2025-03-31,SKU-0063,Home,10.4,10.99
2025-04-01,SKU-0063,Home,9.7,9.19
2025-04-02,SKU-0063,Home,14.36,15.01
2025-04-03,SKU-0063,Home,10.9,8.03
2025-04-04,SKU-0063,Home,11.02,12.67
2025-04-05,SKU-0063,Home,14.46,16.04
2025-04-06,SKU-0063,Home,12.5,12.07
2025-04-07,SKU-0063,Home,10.05,10.32
2025-04-08,SKU-0063,Home,12.73,15.42
2025-04-09,SKU-0063,Home,11.7,16.78
2025-04-10,SKU-0063,Home,4.89,3.74
2025-04-11,SKU-0063,Home,10.17,8.49
2025-04-12,SKU-0063,Home,10.38,6.08
2025-04-13,SKU-0063,Home,12.12,14.36
2025-04-14,SKU-0063,Home,11.74,9.86
2025-04-15,SKU-0063,Home,10.63,14.03
